City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Gisborne,NZ,-38.6533,178.0042,62.94,50,5,8.66,clear sky
467,Maracai,BR,-22.6106,-50.6672,81.12,35,6,4.29,clear sky
468,Amahai,ID,-3.3333,128.9167,79.59,81,85,3.2,overcast clouds
469,Deputatskiy,RU,69.3,139.9,24.33,96,100,17.83,light snow
470,Zhigansk,RU,66.7697,123.3711,34.57,76,100,13.44,overcast clouds
471,Troitskoye,RU,52.9821,84.6757,42.13,66,63,5.46,broken clouds
472,Gualeguaychu,AR,-33.0094,-58.5172,61.86,85,0,8.19,clear sky
473,Grand Island,US,40.925,-98.342,81.01,58,1,1.99,clear sky
474,Erenhot,CN,43.6475,111.9767,67.78,36,100,6.2,overcast clouds
475,Mandera,KE,3.9366,41.867,77.86,49,6,15.55,clear sky
476,Qaqortoq,GL,60.7167,-46.0333,41.5,95,100,7.25,light rain
477,Taksimo,RU,56.3444,114.8794,44.92,61,38,1.41,scattered clouds
478,Paoua,CF,7.2427,16.4406,67.15,94,51,1.48,broken clouds
479,Sandakan,MY,5.8402,118.1179,80.31,80,41,5.86,scattered clouds
480,Kilifi,KE,-3.6305,39.8499,73.53,88,3,11.16,clear sky
481,Alta Floresta,BR,-9.8756,-56.0861,78.98,55,25,3.69,scattered clouds
482,Rawah,IQ,34.4816,41.9093,79.39,30,0,7.85,clear sky
483,Acapulco,MX,16.8634,-99.8901,82.22,78,90,0.0,overcast clouds
484,Viransehir,TR,37.2353,39.7631,74.62,29,0,5.77,clear sky
485,Cururupu,BR,-1.8283,-44.8683,76.21,87,13,4.97,few clouds
486,La Tuque,CA,47.4334,-72.7824,50.58,74,50,4.16,scattered clouds
487,Umred,IN,20.85,79.3333,75.49,88,97,3.6,overcast clouds
488,Kavaratti,IN,10.5669,72.642,81.57,77,100,8.95,overcast clouds
489,Zabid,YE,14.1951,43.3152,86.65,66,22,9.71,few clouds
490,San Buenaventura,MX,27.0833,-101.5333,85.12,55,1,17.83,clear sky
491,Sotnikovskoye,RU,45.0039,43.7772,58.03,76,100,10.31,overcast clouds
492,Kochinda,IN,21.7333,84.35,76.53,88,100,1.5,heavy intensity rain
493,Laguna,US,38.421,-121.4238,79.18,62,1,8.01,clear sky
494,Domna,RU,51.8971,113.1573,39.36,100,75,0.0,broken clouds
495,San Jose De Guanipa,VE,8.8872,-64.1651,79.56,60,33,3.33,scattered clouds
496,Sinazongwe,ZM,-17.2614,27.4618,72.0,68,7,15.59,clear sky
497,Kirakira,SB,-10.4544,161.9205,83.91,75,33,13.91,scattered clouds
498,Yumen,CN,40.2833,97.2,66.9,26,6,10.78,clear sky
499,Salisbury,GB,51.0693,-1.7957,60.62,95,100,4.61,overcast clouds
500,Saint George,US,37.1041,-113.5841,80.94,48,90,4.0,overcast clouds
501,Evreux,FR,49.0241,1.1508,62.89,100,90,8.05,overcast clouds
502,Molina,CL,-35.1167,-71.2833,49.33,87,1,5.64,clear sky
503,Luxor,EG,25.6989,32.6421,79.2,29,0,1.23,clear sky
504,Tecoanapa,MX,16.5167,-98.75,80.17,78,100,2.33,overcast clouds
505,Mbandaka,CD,0.0487,18.2603,70.32,93,100,1.19,overcast clouds
506,Loukhi,RU,66.0764,33.0381,40.03,80,100,3.51,overcast clouds
507,Demirci,TR,39.0461,28.6589,63.88,58,1,2.06,clear sky
508,Esperance,AU,-33.8667,121.9,60.64,82,100,12.12,light rain
509,Hare Bay,CA,48.8499,-54.0148,65.86,84,100,13.09,overcast clouds
510,Magaramkent,RU,41.6159,48.348,55.9,83,0,3.18,clear sky
511,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,74,99,8.88,overcast clouds
512,Manaus,BR,-3.1019,-60.025,79.29,89,40,4.61,scattered clouds
513,Pilar,BR,-9.5972,-35.9567,71.53,89,28,1.57,scattered clouds
514,Liverpool,GB,53.4106,-2.9779,63.61,86,40,1.99,light rain
515,Dapaong,TG,10.8639,0.205,75.16,80,93,5.61,overcast clouds
516,Egvekinot,RU,66.3167,-179.1667,32.38,81,86,5.39,light snow
517,Ostrovnoy,RU,68.0531,39.5131,36.86,80,8,2.89,clear sky
518,Flagstaff,US,35.1981,-111.6513,65.12,73,20,5.99,few clouds
519,Tsiroanomandidy,MG,-18.7667,46.0333,60.24,80,48,1.61,scattered clouds
520,Northam,GB,51.0333,-4.2167,58.62,96,95,4.41,overcast clouds
521,Graham,US,47.0529,-122.2943,58.37,88,75,1.99,broken clouds
522,Kamaishi,JP,39.2667,141.8833,73.71,59,44,2.28,scattered clouds
523,Kavieng,PG,-2.5744,150.7967,84.25,73,22,15.01,light rain
524,Mana,GF,5.6592,-53.7767,79.25,84,100,6.91,overcast clouds
525,Kysyl-Syr,RU,63.8986,122.7617,38.84,67,100,9.1,overcast clouds
526,Kodinsk,RU,58.6881,99.1844,51.87,95,45,4.76,scattered clouds
527,San Cristobal,VE,7.7669,-72.225,77.18,97,100,3.13,overcast clouds
528,Mumias,KE,0.3351,34.4864,62.13,95,100,4.12,overcast clouds
529,Whitehorse,CA,60.7161,-135.0538,51.03,62,100,2.26,overcast clouds
530,Trincomalee,LK,8.5711,81.2335,78.93,85,93,9.1,overcast clouds
531,Ortakoy,TR,38.7373,34.0387,53.85,36,5,8.46,clear sky
532,La Orilla,MX,17.9833,-102.2333,79.39,85,100,3.18,overcast clouds
533,Christchurch,NZ,-43.5333,172.6333,62.33,57,99,5.01,overcast clouds
534,Mindelo,CV,16.8901,-24.9804,80.15,78,75,16.11,broken clouds
535,Sangar,RU,63.9242,127.4739,38.25,75,55,17.54,broken clouds
536,Asfi,MA,32.2994,-9.2372,68.67,77,0,12.17,clear sky
537,Tabas,IR,33.5959,56.9244,77.86,15,0,2.01,clear sky
538,Biharamulo,TZ,-2.6319,31.3089,62.11,87,99,3.67,overcast clouds
539,Luz,BR,-19.8014,-45.6856,76.12,36,62,3.87,broken clouds
540,Karcag,HU,47.3167,20.9333,53.6,73,3,9.53,clear sky
541,Irece,BR,-11.3042,-41.8558,72.48,37,2,11.39,clear sky
542,Texarkana,US,33.4251,-94.0477,80.82,84,1,4.61,clear sky
543,Narwar,IN,25.65,77.9,73.54,94,100,5.53,overcast clouds
544,Bembereke,BJ,10.2283,2.6634,71.2,93,99,4.54,overcast clouds
545,Codrington,AU,-38.2667,141.9667,52.66,85,100,21.56,light rain
546,Ust-Ilimsk,RU,58.0006,102.6619,52.65,81,100,2.17,overcast clouds
547,Bonthe,SL,7.5264,-12.505,76.95,89,100,4.32,light rain
548,Meadow Lake,US,34.8014,-106.5436,84.9,25,13,11.21,few clouds
549,Oussouye,SN,12.485,-16.5469,79.18,86,100,2.42,overcast clouds
550,Semnan,IR,35.5729,53.3971,71.38,33,0,7.54,clear sky
551,Ust-Tsilma,RU,65.441,52.1498,37.09,75,100,11.34,overcast clouds
552,Shimoda,JP,34.6667,138.95,76.98,82,100,18.72,overcast clouds
553,Zhezkazgan,KZ,47.8043,67.7144,46.13,57,32,8.16,scattered clouds
554,Adrar,MR,20.5022,-10.0711,85.66,30,70,16.35,broken clouds
555,Chernyshevskiy,RU,63.0128,112.4714,39.42,63,97,4.0,overcast clouds
556,Benguela,AO,-12.5763,13.4055,70.99,83,96,5.64,overcast clouds
557,Abu Samrah,SY,35.3029,37.1841,69.19,59,0,4.94,clear sky
558,Shelburne,CA,44.0787,-80.2041,57.27,64,37,7.11,scattered clouds
559,Novyy Urengoy,RU,66.0833,76.6333,37.35,94,93,12.86,overcast clouds
560,Yerofey Pavlovich,RU,53.9667,121.9667,44.98,57,100,2.86,overcast clouds
561,San Quintin,MX,30.4833,-115.95,70.18,71,0,17.74,clear sky
562,San Patricio,US,28.017,-97.5169,86.72,61,0,7.47,clear sky
563,Fayaoue,NC,-20.65,166.5333,72.28,59,0,15.08,clear sky
564,Sydney,AU,-33.8679,151.2073,72.34,38,0,5.01,clear sky
565,Pestretsy,RU,55.7531,49.6545,35.74,92,8,6.11,clear sky
566,Yenagoa,NG,4.9247,6.2642,74.93,95,97,3.22,light rain
567,Ust-Kuyga,RU,70.0167,135.6,33.96,71,98,18.66,overcast clouds
568,Esik,KZ,43.3552,77.4525,51.22,28,0,5.59,clear sky
569,Gatesville,US,31.4352,-97.7439,88.48,49,1,0.0,clear sky
570,Rock Sound,BS,24.9,-76.2,83.43,73,3,8.77,clear sky
571,Menongue,AO,-14.6585,17.691,67.77,63,97,5.21,light rain
572,Shaoyang,CN,27.2315,111.4525,83.28,65,9,5.32,clear sky
573,Kiama,AU,-34.6833,150.8667,69.26,38,12,6.8,few clouds
574,Muroran,JP,42.3172,140.9881,68.5,71,3,11.3,clear sky
575,San Jose,US,37.3394,-121.895,75.11,63,20,4.0,few clouds
576,Naze,JP,28.3667,129.4833,78.91,64,9,5.26,clear sky
577,Vila Velha,BR,-20.3297,-40.2925,73.02,74,4,11.52,clear sky
578,Clevelandia,BR,-26.3958,-52.4708,64.44,93,74,2.64,broken clouds
579,Wajir,KE,1.7471,40.0573,75.06,66,10,14.97,clear sky
580,Flinders,AU,-34.5833,150.8552,69.06,44,7,11.01,clear sky
581,Buzmeyin,TM,38.0507,58.2056,73.62,34,0,1.66,clear sky
582,Aljezur,PT,37.3191,-8.8033,61.34,78,0,12.1,clear sky
583,Saint-Pierre,RE,-21.3393,55.4781,71.24,86,90,5.75,moderate rain
584,Correntina,BR,-13.3433,-44.6367,71.19,17,5,4.76,clear sky
585,Pitman,US,39.7329,-75.1316,77.58,84,4,5.86,clear sky
586,New Albany,US,38.2856,-85.8241,80.69,80,90,1.01,overcast clouds
587,Lagunas,PE,-5.2269,-75.6753,78.6,69,38,2.66,scattered clouds
588,Fairfield,US,41.2668,-73.3162,74.8,86,40,3.44,scattered clouds
589,Mandalgovi,MN,45.7625,106.2708,54.84,74,98,8.23,overcast clouds
590,Acajutla,SV,13.5928,-89.8275,80.46,82,54,3.02,broken clouds
591,Elko,US,41.0002,-115.5012,77.02,12,0,21.99,clear sky
592,Mogadishu,SO,2.0371,45.3438,76.93,82,21,16.15,few clouds
593,Sept-Iles,CA,50.2001,-66.3821,58.05,65,87,3.0,overcast clouds
594,Puerto Leguizamo,CO,-0.1934,-74.7819,74.39,80,74,0.81,broken clouds
595,Mazatlan,MX,23.2167,-106.4167,86.92,80,20,5.01,few clouds
596,Rondonopolis,BR,-16.4708,-54.6356,85.68,18,5,3.44,clear sky
597,Nizwa,OM,22.9333,57.5333,79.18,67,9,2.95,clear sky
598,Rundu,NA,-17.9333,19.7667,71.92,28,82,7.54,broken clouds
599,Camana,PE,-16.6228,-72.7111,61.63,83,30,4.81,scattered clouds
600,Riberalta,BO,-10.9833,-66.1,82.13,52,19,2.39,few clouds
601,Vagur,FO,61.4732,-6.8119,53.06,86,100,21.99,overcast clouds
602,Houma,US,29.5958,-90.7195,80.01,89,31,6.04,scattered clouds
603,Dahod,IN,22.8333,74.2667,74.34,96,100,9.55,overcast clouds
604,Adamovka,RU,51.5223,59.9396,36.55,87,16,12.86,few clouds
605,Muros,ES,42.7762,-9.0603,59.99,94,82,4.65,broken clouds
606,Itatinga,BR,-23.1017,-48.6158,69.6,64,23,4.29,few clouds
607,Moussoro,TD,13.6408,16.4901,85.77,52,3,5.5,clear sky
608,Agadez,NE,19.75,10.25,83.73,14,55,3.94,broken clouds
609,Mosquera,CO,4.7059,-74.2302,55.49,82,40,2.3,scattered clouds
610,Kashi,CN,39.4547,75.9797,68.07,28,0,5.41,clear sky
611,Kaohsiung,TW,22.6163,120.3133,87.04,80,20,1.99,few clouds
612,Luwingu,ZM,-10.2621,29.9271,65.59,43,0,6.02,clear sky
613,Pandan,PH,14.0453,124.1694,78.58,92,100,4.12,heavy intensity rain
614,Madang,PG,-5.2246,145.7966,80.38,84,100,2.84,overcast clouds
615,Quballat,TN,36.5418,9.6633,75.42,68,2,1.59,clear sky
616,Nizhniy Tsasuchey,RU,50.5167,115.1333,50.16,66,7,5.12,clear sky
617,Ampanihy,MG,-24.7,44.75,61.45,54,100,8.79,overcast clouds
618,Sabzevar,IR,36.2126,57.6819,70.57,50,0,8.03,clear sky
619,Asifabad,IN,19.3667,79.2833,74.93,84,100,2.28,overcast clouds
620,Moose Factory,CA,51.2585,-80.6094,51.62,77,100,4.72,overcast clouds
621,Khasan,RU,42.4308,130.6434,67.78,60,100,2.21,overcast clouds
622,Aripuana,BR,-9.1667,-60.6333,76.39,78,17,4.16,moderate rain
623,Vao,NC,-22.6667,167.4833,68.97,60,100,15.66,overcast clouds
624,Guanica,PR,17.9716,-66.908,81.25,84,0,3.71,clear sky
625,Kushiro,JP,42.975,144.3747,66.24,73,0,9.73,clear sky
626,Ziro,IN,27.6333,93.8333,59.58,95,72,0.81,broken clouds
627,Inuvik,CA,68.3499,-133.7218,45.36,100,90,3.44,light rain
628,Salinopolis,BR,-0.6136,-47.3561,78.75,86,11,11.81,few clouds
629,Penha,BR,-26.7694,-48.6458,68.72,94,75,0.0,broken clouds
630,Alyangula,AU,-13.8483,136.4192,82.02,59,92,12.21,overcast clouds
631,Turbat,PK,26.0023,63.044,80.28,80,66,4.43,broken clouds
632,Pozo Colorado,PY,-23.4923,-58.7972,87.48,30,95,4.9,overcast clouds
633,Marsh Harbour,BS,26.5412,-77.0636,83.16,68,11,6.67,few clouds
634,Tagusao,PH,9.1924,117.8141,83.07,71,97,2.19,overcast clouds
635,Sibolga,ID,1.7427,98.7792,77.04,87,94,1.34,overcast clouds
636,Margate,GB,51.3813,1.3862,62.31,90,100,9.04,overcast clouds
637,Det Udom,TH,14.906,105.0784,78.75,87,89,3.2,overcast clouds
638,Labuhan,ID,-6.8844,112.2051,82.27,68,4,5.68,clear sky
639,Anito,PH,12.4497,125.2886,81.52,85,100,1.92,moderate rain
640,Tokur,RU,53.1333,132.9,40.39,59,61,9.15,broken clouds
641,Coffs Harbour,AU,-30.3,153.1333,70.12,52,42,10.36,scattered clouds
642,Zhongshu,CN,24.5167,103.7667,64.15,96,100,3.44,overcast clouds
643,Alexandria,EG,31.2156,29.9553,77.32,60,0,5.53,clear sky
644,Quatre Cocos,MU,-20.2078,57.7625,68.09,82,63,4.97,broken clouds
645,Novyy Buyan,RU,53.6861,50.0469,42.96,83,67,6.42,broken clouds
646,Lashio,MM,22.9333,97.75,68.7,99,100,0.4,overcast clouds
647,Marataizes,BR,-21.0433,-40.8244,72.3,84,4,5.82,clear sky
648,Khartoum,SD,15.5518,32.5324,84.02,64,98,1.01,overcast clouds
649,Maymyo,MM,22.0333,96.4667,67.37,95,100,1.54,light rain
650,Roma,US,43.2128,-75.4557,64.67,89,1,0.0,clear sky
651,Qandala,SO,11.472,49.8728,88.34,59,64,0.72,broken clouds
652,Beloit,US,42.5084,-89.0318,73.62,57,1,5.75,clear sky
653,Haines Junction,CA,60.7522,-137.5108,47.28,66,100,2.17,overcast clouds
654,Nieuw Amsterdam,SR,5.8833,-55.0833,78.03,87,89,4.23,overcast clouds
655,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,80.4,48,85,11.23,overcast clouds
656,Fort-Shevchenko,KZ,44.5086,50.263,59.92,50,5,14.94,clear sky
657,Iranshahr,IR,27.2025,60.6848,84.52,41,0,1.12,clear sky
658,Ndele,CF,8.4109,20.6473,69.37,96,100,1.19,light rain
659,Clinton,US,42.587,-82.9199,70.12,72,20,8.05,few clouds
660,Stabat,ID,3.761,98.4513,79.0,90,77,2.68,broken clouds
661,Bairiki,KI,1.3292,172.9752,87.8,66,40,17.27,scattered clouds
662,Devarkonda,IN,16.7,78.9333,78.03,69,100,5.48,overcast clouds
663,Dicabisagan,PH,17.0818,122.4157,85.64,68,79,2.1,broken clouds
664,Abha,SA,18.2164,42.5053,61.05,23,0,0.0,clear sky
665,Villazon,BO,-22.0866,-65.5942,53.71,60,92,17.65,overcast clouds
666,Rakaia,NZ,-43.75,172.0167,61.12,47,100,14.12,overcast clouds
667,Lodwar,KE,3.1191,35.5973,78.12,63,75,2.44,light rain
668,Iralaya,HN,15.0,-83.2333,80.51,84,100,9.17,overcast clouds
669,Cairns,AU,-16.9167,145.7667,84.07,49,41,21.85,scattered clouds
670,Koulikoro,ML,14.0,-7.75,77.76,65,10,9.71,clear sky
671,San Carlos De Bariloche,AR,-41.1456,-71.3082,35.87,87,20,4.85,few clouds
672,Eureka,US,40.8021,-124.1637,67.39,76,60,8.01,broken clouds
673,Sterling,US,39.0062,-77.4286,77.29,87,20,0.0,few clouds
674,Biak,ID,-0.9131,122.8766,79.43,69,100,5.53,overcast clouds
675,Juneau,US,58.3019,-134.4197,60.8,75,40,6.91,scattered clouds
676,Oktyabrskiy,RU,54.4815,53.471,32.18,94,9,5.84,clear sky
677,Yabrud,SY,33.9674,36.6574,56.52,41,0,3.04,clear sky
678,Pop,UZ,40.8736,71.1089,63.09,19,0,3.06,clear sky
679,Khandyga,RU,62.6667,135.6,45.12,89,100,5.5,overcast clouds
680,Hastings,GB,50.8552,0.5729,62.35,86,100,5.46,overcast clouds
681,Butte,US,39.6499,-121.5677,76.78,56,90,5.75,light rain
682,Syracuse,IT,37.0881,15.2792,79.9,66,12,9.55,few clouds
683,Batagay-Alyta,RU,67.8006,130.4114,28.83,87,100,10.63,light snow
684,Constitucion,CL,-35.3333,-72.4167,49.73,75,15,13.47,few clouds
685,Qom,IR,34.6401,50.8764,75.56,26,0,5.73,clear sky
686,Walvis Bay,NA,-22.9575,14.5053,53.1,93,0,6.35,clear sky
687,Baljevac,BA,44.8206,15.7799,54.43,88,22,1.92,few clouds
688,Celestun,MX,20.8667,-90.4,81.99,84,42,15.05,scattered clouds
689,Pemba,MZ,-12.974,40.5178,74.23,77,80,19.08,broken clouds
690,Papara,BR,-3.9839,-38.7273,79.2,88,2,4.88,clear sky
691,Xifeng,CN,42.7372,124.7222,70.25,62,100,3.33,overcast clouds
692,Puri,IN,19.8,85.85,79.32,76,100,3.38,heavy intensity rain
693,Lagos,NG,6.5833,3.75,76.35,91,72,3.89,broken clouds
694,Amapa,BR,1.0,-52.0,71.89,97,100,2.17,overcast clouds
695,Lulea,SE,65.5842,22.1547,41.07,93,90,2.3,overcast clouds
696,Rennes,FR,48.1667,-1.6667,62.92,100,90,3.44,overcast clouds
697,Kalulushi,ZM,-12.8378,28.0919,63.79,71,0,8.12,clear sky
698,Osoyoos,CA,49.0331,-119.4524,65.16,73,73,6.82,broken clouds
